order_id,product_id,category,price,shipping_cost,revenue
10587,P7345,Apparel,43.4,2.09,45.49
10587,P7172,Books,68.85,7.6,76.45
10589,P2902,Books,75.14,10.93,86.07
10589,P1387,Electronics,34.35,2.05,36.4
10592,P1549,Books,48.21,3.51,51.72
10592,P2096,Home,39.8,5.89,45.69
10592,P6859,Electronics,12.44,7.37,19.81
10594,P9944,Sports,37.6,3.07,40.67
10596,P4805,Sports,70.56,8.74,79.3
10596,P7401,Apparel,31.86,2.08,33.94
10597,P3245,Sports,67.63,3.65,71.28
10597,P4498,Home,111.46,10.36,121.82
10597,P4508,Apparel,82.62,5.76,88.38
10598,P3382,Apparel,57.9,7.2,65.1
10599,P3698,Beauty,79.87,14.45,94.32
10600,P6250,Beauty,19.08,6.73,25.81
10600,P7122,Beauty,14.43,10.48,24.91
10600,P4681,Beauty,75.89,13.05,88.94
10601,P7660,Beauty,56.47,6.97,63.44
10601,P4954,Books,77.61,5.6,83.21
10602,P1506,Beauty,122.97,6.75,129.72
10602,P3384,Beauty,20.06,1.33,21.39
10602,P5601,Books,16.21,4.33,20.54
10603,P3248,Sports,58.08,8.43,66.51
10603,P6610,Beauty,42.43,7.7,50.13
10603,P5122,Sports,61.11,7.03,68.14
10603,P5734,Books,35.28,3.02,38.3
10604,P4922,Home,145.34,5.06,150.4
10604,P4143,Sports,38.25,15.17,53.42
10605,P4085,Home,26.29,3.56,29.85
10605,P5833,Sports,75.42,1.17,76.59
10605,P9892,Apparel,59.47,3.04,62.51
10605,P9521,Sports,30.78,6.71,37.49
10606,P7143,Apparel,75.16,6.8,81.96
10606,P8521,Apparel,36.3,6.02,42.32
10606,P2180,Sports,32.37,2.14,34.51
10607,P5539,Beauty,60.86,12.28,73.14
10607,P1835,Sports,73.89,2.47,76.36
10607,P2770,Beauty,80.91,6.06,86.97
10608,P9986,Electronics,133.74,4.33,138.07
10609,P6531,Books,56.69,0.1,56.79
10611,P5370,Home,39.3,1.94,41.24
10611,P1376,Sports,33.32,1.99,35.31
10611,P3815,Sports,51.39,6.41,57.8
10612,P3627,Apparel,53.35,0.16,53.51
10612,P5419,Electronics,55.92,5.73,61.65
10612,P7658,Beauty,17.05,2.29,19.34
10612,P3843,Apparel,27.28,5.69,32.97
10613,P8130,Electronics,10.86,10.47,21.33
10613,P8309,Sports,135.75,13.26,149.01
10613,P7693,Apparel,44.2,13.22,57.42
10614,P7228,Apparel,63.55,3.23,66.78
10614,P9053,Electronics,48.03,2.28,50.31
10614,P6276,Beauty,67.5,4.4,71.9
10614,P8244,Electronics,44.72,5.17,49.89
10615,P7187,Apparel,108.46,9.01,117.47
10615,P6148,Apparel,120.29,3.11,123.4
10615,P5762,Home,66.69,3.74,70.43
10616,P4998,Sports,87.54,9.49,97.03
10616,P1358,Books,70.92,4.47,75.39
10616,P1335,Beauty,59.31,3.55,62.86
10616,P7949,Beauty,46.82,4.4,51.22
10617,P9473,Apparel,22.84,8.7,31.54
10617,P1594,Sports,57.32,2,59.32
10617,P2474,Beauty,41.49,7.76,49.25
10617,P1820,Books,93.96,0.94,94.9
10619,P9528,Apparel,43.76,4.86,48.62
10619,P1854,Electronics,44.15,1.44,45.59
10619,P3882,Sports,105.72,12.23,117.95
10620,P2663,Apparel,98.15,1.2,99.35
10622,P1143,Apparel,50.86,1.68,52.54
10622,P9409,Home,77.91,6.9,84.81
10623,P3554,Beauty,30.04,0.75,30.79
10624,P5575,Sports,77.89,5.29,83.18
10624,P2800,Beauty,27.28,1.61,28.89
10625,P7183,Books,98.63,0.66,99.29
10625,P9027,Apparel,10.48,7.19,17.67
10626,P9602,Sports,48.05,3.39,51.44
10626,P6798,Beauty,81.03,7.92,88.95
10626,P7638,Sports,50.88,7.04,57.92
10626,P9243,Home,46.64,3.42,50.06
10627,P7021,Electronics,40.52,9.36,49.88
10627,P7268,Home,27.22,14.11,41.33
10628,P8371,Beauty,66.37,6.3,72.67
10628,P5947,Sports,67.58,6.29,73.87
10630,P4353,Beauty,77.99,7.22,85.21
10630,P5020,Beauty,29.28,14.92,44.2
10630,P5840,Apparel,140.45,14.33,154.78
10630,P7333,Home,18.06,7.22,25.28
10632,P9397,Electronics,52.5,2.98,55.48
10632,P8855,Sports,43.01,7.85,50.86
10632,P9302,Electronics,33.24,1.62,34.86
10632,P5417,Apparel,6.47,0.85,7.32
10633,P6350,Home,68.2,3.86,72.06
10633,P3020,Home,34.45,6.73,41.18
10633,P9420,Beauty,65.06,3.64,68.7
10633,P9289,Electronics,57.84,4.61,62.45
10634,P3329,Books,115.6,4.17,119.77
10634,P7461,Apparel,23.97,5.99,29.96
10634,P3178,Apparel,16.5,4.72,21.22
10634,P3484,Apparel,71.32,3.02,74.34
10635,P2082,Electronics,49.06,7.53,56.59
10635,P9085,Apparel,78.59,15.3,93.89
10636,P6416,Home,58.53,5.3,63.83
10636,P9520,Books,66.46,5.09,71.55
10636,P5018,Books,31.62,5.75,37.37
10636,P5459,Apparel,80,4.2,84.2
10637,P2744,Sports,54.13,13.47,67.6
10638,P3510,Apparel,130.54,3.65,134.19
10638,P7760,Electronics,105.41,7.43,112.84
10641,P3661,Sports,44.66,0.96,45.62
10641,P2086,Sports,61.29,11.03,72.32
10641,P7650,Home,110.64,0.67,111.31
10641,P1501,Beauty,25,5.62,30.62
10642,P4852,Sports,22.38,3.61,25.99
10642,P6506,Home,24.67,6.75,31.42
10642,P2357,Apparel,52.48,4.98,57.46
10642,P1139,Electronics,12.03,6.69,18.72
10643,P3186,Electronics,6.96,1.8,8.76
10643,P6853,Home,99.96,3.72,103.68
10644,P2637,Electronics,34.45,4.84,39.29
10645,P5379,Beauty,70.22,4.12,74.34
10645,P2174,Sports,28.45,7.03,35.48
10646,P5259,Apparel,10.69,5.09,15.78
10646,P2574,Apparel,56.05,5.88,61.93
10646,P1524,Beauty,53.15,5.79,58.94
10647,P7571,Sports,29.62,5.49,35.11
10647,P6067,Beauty,68.87,1.97,70.84
10647,P3436,Books,31.21,2.02,33.23
10648,P3419,Electronics,18.95,13.65,32.6
10650,P8890,Books,56.98,3.73,60.71
10650,P5956,Beauty,70.08,14.51,84.59
10650,P1554,Books,40.94,7.38,48.32
10652,P7512,Beauty,20.22,4.18,24.4
10652,P6356,Books,73.23,3.78,77.01
10652,P6157,Books,81.39,3.55,84.94
10654,P5105,Electronics,73.74,1.38,75.12
10654,P6481,Beauty,12.91,7.36,20.27
10655,P1151,Books,23.18,0.38,23.56
10655,P7111,Books,39.76,3.38,43.14
10656,P9273,Books,57.24,6.19,63.43
10656,P4222,Home,47.22,7.48,54.7
10656,P1645,Beauty,65.95,6.15,72.1
10657,P2028,Electronics,30.96,0.16,31.12
10657,P8594,Beauty,78.39,3.89,82.28
10657,P4651,Sports,55.97,8.61,64.58
10657,P1634,Beauty,29.25,8.31,37.56
10658,P1664,Beauty,26.4,4.46,30.86
10658,P7504,Apparel,80.23,3.77,84
10658,P5483,Electronics,39.31,8.05,47.36
10660,P4496,Sports,57.6,4.17,61.77
10660,P2898,Sports,57.44,2.42,59.86
10660,P6383,Apparel,78.17,3.27,81.44
10661,P2629,Books,24.86,4.03,28.89
10661,P3769,Apparel,78.6,6.14,84.74
10661,P3651,Books,28.52,2.16,30.68
10662,P5731,Books,34.27,1.52,35.79
10662,P2123,Home,155.69,10.79,166.48
10664,P2989,Apparel,26.91,7.05,33.96
10664,P8623,Sports,121.93,12.15,134.08
10664,P5559,Sports,28.17,10.43,38.6
10665,P4101,Electronics,54.54,5.33,59.87
10665,P2415,Sports,130.52,9.98,140.5
10665,P9553,Electronics,30.02,4.71,34.73
10666,P6757,Beauty,83.3,6.36,89.66
10666,P8084,Electronics,32.27,3.27,35.54
10667,P9099,Books,43.42,10.24,53.66
10668,P1687,Beauty,30.86,3.1,33.96
10668,P6823,Electronics,41.11,0.03,41.14
10668,P6549,Electronics,83.03,7.85,90.88
10668,P6163,Beauty,64.38,0.06,64.44
10670,P2908,Apparel,133.15,9.28,142.43
10671,P6582,Beauty,49,4.63,53.63
10671,P6194,Electronics,54.59,0.27,54.86
10671,P5807,Apparel,30.07,6.91,36.98
10671,P5918,Electronics,72.92,0.46,73.38
10674,P3507,Books,25.85,3.18,29.03
10674,P2218,Home,32.25,3.46,35.71
10675,P7666,Electronics,46.39,6.44,52.83
10675,P4027,Electronics,7.95,2.49,10.44
10675,P9600,Books,13.39,1.2,14.59
10676,P6468,Home,26.91,15.21,42.12
10677,P9868,Apparel,17.55,4.86,22.41
10678,P9946,Books,90.32,9.01,99.33
10679,P1852,Beauty,12.89,2.8,15.69
10679,P1065,Apparel,10.99,7.97,18.96
10679,P6916,Electronics,75.49,0.36,75.85
10680,P2701,Electronics,39.61,1.94,41.55
10680,P3075,Books,86.3,4.92,91.22
10681,P4457,Beauty,90.13,0.92,91.05
10681,P9647,Sports,107.5,3,110.5
10682,P3042,Home,25.94,7.42,33.36
10682,P9153,Books,39.8,5.62,45.42
10682,P4132,Electronics,84.93,3.52,88.45
10683,P2965,Sports,20.05,5.38,25.43
10683,P4782,Books,25.1,5.97,31.07
10684,P4573,Books,20.92,6.16,27.08
10685,P3365,Beauty,25.97,3.22,29.19
10686,P4302,Books,46.28,2.31,48.59
10686,P4080,Books,17.04,3.27,20.31
10686,P9026,Books,72.88,5.56,78.44
10686,P5130,Beauty,80.01,3.67,83.68
10687,P3305,Apparel,38.01,7.41,45.42
10687,P1225,Home,27.5,3.58,31.08
10687,P8445,Beauty,67.2,4.45,71.65
10688,P8178,Beauty,49.66,7.49,57.15
10688,P8961,Apparel,12.9,3.65,16.55
10688,P9350,Beauty,42.26,14.79,57.05
10688,P7075,Books,146.39,1.72,148.11
10689,P2755,Electronics,12.19,9.31,21.5
10689,P5002,Apparel,88.01,2.45,90.46
10689,P9682,Books,90.97,8.32,99.29
10689,P1055,Apparel,63.41,9.5,72.91
10690,P6019,Electronics,80.43,2.93,83.36
10690,P5455,Books,121.67,3.91,125.58
10690,P6847,Sports,39.44,6.27,45.71
10691,P6462,Home,79.03,3.76,82.79
10691,P1269,Beauty,43.54,14.94,58.48
10691,P3244,Books,21.5,8.81,30.31
10693,P8229,Electronics,109.55,15.22,124.77
10694,P1599,Books,41.64,5.79,47.43
10694,P2970,Home,12.1,9.17,21.27
10695,P2946,Apparel,12.93,7.76,20.69
10695,P9796,Electronics,68.75,6.64,75.39
10695,P1723,Books,54.92,6.39,61.31
10695,P1104,Beauty,59.62,4.54,64.16
10697,P2639,Apparel,91.55,10.04,101.59
10697,P5549,Electronics,60.72,2.59,63.31
10697,P6847,Electronics,52.64,3.95,56.59
10697,P2597,Beauty,66.27,1.86,68.13
10698,P3571,Books,35.91,1.9,37.81
10699,P4696,Home,77.51,10.32,87.83
10699,P4345,Sports,29.99,1.83,31.82
10700,P1575,Beauty,52.28,2.14,54.42
10700,P7887,Sports,28.67,10.5,39.17
10701,P9523,Books,79.84,2.57,82.41
10701,P6407,Books,56.58,6.56,63.14
10702,P8357,Sports,87.98,8.85,96.83
10702,P8292,Beauty,35.46,13.05,48.51
10703,P9772,Apparel,69.48,5.86,75.34
10704,P2854,Apparel,117.7,8.32,126.02
10705,P3215,Books,52.77,6.39,59.16
10705,P4797,Electronics,47.7,4.67,52.37
10705,P9907,Apparel,25.24,0.44,25.68
10705,P6556,Electronics,25.33,4.79,30.12
10706,P4363,Electronics,65.54,11.96,77.5
10706,P2464,Apparel,114.8,3.11,117.91
10708,P6532,Beauty,27.56,3.46,31.02
10708,P1447,Electronics,12.21,0.15,12.36
10708,P1497,Books,89,10.79,99.79
10710,P9831,Beauty,80.32,0.83,81.15
10710,P1423,Books,34.73,6.61,41.34
10712,P9257,Home,60.9,1.67,62.57
10712,P3609,Books,48.84,4.24,53.08
10712,P9847,Electronics,83.45,2.15,85.6
10713,P7216,Sports,54.34,0.36,54.7
10713,P1430,Beauty,8.76,3.65,12.41
10713,P5280,Electronics,52.58,0.02,52.6
10714,P9452,Home,55.52,0.74,56.26
10714,P3014,Home,47.15,3.4,50.55
10714,P9383,Apparel,37.97,6.7,44.67
10714,P1802,Apparel,83.27,3.1,86.37
10716,P4938,Books,78.79,6.34,85.13
10717,P1769,Apparel,10.66,2.25,12.91
10717,P9660,Electronics,73.44,2.12,75.56
10718,P5079,Sports,148.5,7.77,156.27
10718,P4075,Sports,38.62,11.21,49.83
10719,P3799,Books,36.97,5.69,42.66
10719,P6038,Sports,50.4,5.62,56.02
10720,P4504,Books,62.46,4.44,66.9
10720,P2346,Electronics,29.87,6.54,36.41
10720,P5777,Beauty,74.08,6.9,80.98
10721,P5761,Apparel,62.04,11.7,73.74
10721,P7046,Electronics,37.57,12.3,49.87
10721,P4140,Home,89.53,2.91,92.44
10721,P7181,Books,13.79,1.33,15.12
10722,P9207,Apparel,116.8,5.75,122.55
10724,P1942,Books,100.53,0.53,101.06
10725,P6817,Apparel,32.68,2.74,35.42
10725,P6162,Apparel,106.53,3.27,109.8
10725,P3316,Books,22.92,9.24,32.16
10726,P8642,Electronics,113.97,7.1,121.07
10727,P4950,Sports,17.43,15.22,32.65
10729,P6292,Beauty,41.96,6.32,48.28
10729,P1569,Apparel,16.11,6.34,22.45
10730,P6364,Sports,121.25,7.75,129
10731,P9592,Beauty,150.28,13.39,163.67
10733,P1481,Apparel,40.78,0.42,41.2
10735,P9583,Beauty,17.25,1.28,18.53
10735,P8737,Electronics,29.68,3.8,33.48
10735,P5647,Books,72.78,2.66,75.44
10736,P4501,Books,142.6,14.3,156.9
10737,P5699,Electronics,122.75,8.92,131.67
10738,P4190,Sports,30.68,15.55,46.23
10739,P7852,Apparel,76.1,5.23,81.33
10740,P1702,Apparel,46.34,3.42,49.76
10740,P6529,Home,55.03,6.54,61.57
10740,P8133,Apparel,44.2,3.32,47.52
10742,P3110,Sports,111.4,1.82,113.22
10743,P7518,Sports,139.24,5.64,144.88
10745,P2190,Electronics,63.08,10.11,73.19
10747,P9340,Home,62.21,12.75,74.96
10747,P8952,Sports,37.1,8.92,46.02
10747,P3336,Books,133.78,6.62,140.4
10748,P4966,Home,69.03,0.36,69.39
10748,P9647,Home,81.36,0.05,81.41
10748,P4889,Beauty,71.6,3.09,74.69
10750,P3033,Electronics,25.3,6.17,31.47
10750,P1295,Electronics,15.53,3.55,19.08
10750,P2062,Sports,79.78,4.85,84.63
10750,P1258,Home,31.89,1.74,33.63
10751,P7893,Home,51.3,1.39,52.69
10751,P5856,Sports,50.5,3.16,53.66
10751,P8474,Sports,55.92,6.38,62.3
10751,P9769,Electronics,75.31,2.48,77.79
10752,P6412,Books,80.23,2.09,82.32
10752,P9199,Sports,13.67,0.18,13.85
10752,P4185,Home,50.25,6.66,56.91
10752,P4654,Apparel,75.42,0.91,76.33
10753,P8749,Beauty,101,0.36,101.36
10754,P4737,Apparel,64.34,2.6,66.94
10754,P6927,Sports,53.16,2.74,55.9
10754,P3269,Books,24.72,7.98,32.7
10754,P5664,Books,75.93,6.36,82.29
10755,P3334,Beauty,75.17,0.99,76.16
10755,P1490,Books,49.99,3.65,53.64
10755,P7655,Sports,68.68,6.59,75.27
10757,P5358,Sports,58.64,3.65,62.29
10757,P7198,Electronics,67.03,3.21,70.24
10757,P4549,Home,37.51,0.61,38.12
10758,P6518,Apparel,125.61,4.8,130.41
10758,P5375,Electronics,46.23,2.94,49.17
10760,P4665,Electronics,106.75,2.08,108.83
10761,P4167,Beauty,45.11,0.63,45.74
10762,P9647,Electronics,13.68,0.81,14.49
10762,P5801,Electronics,78.33,3.43,81.76
10762,P6265,Books,77.69,10.53,88.22
10763,P7035,Books,42.61,1.36,43.97
10763,P9114,Apparel,62.6,2.55,65.15
10763,P3659,Beauty,45.39,2.66,48.05
10763,P3289,Electronics,69.38,4.25,73.63
10766,P1318,Books,15.79,1.15,16.94
10766,P9062,Sports,68.22,6.26,74.48
10766,P7299,Books,54.63,3.98,58.61
10766,P2094,Electronics,82.59,4.75,87.34
10767,P9741,Electronics,68.25,8.18,76.43
10767,P4320,Home,20.18,3.04,23.22
10767,P6147,Beauty,44.2,14.62,58.82
10768,P3691,Beauty,11.95,13.25,25.2
10769,P4585,Sports,34.19,5.93,40.12
10770,P8663,Sports,110.71,3.58,114.29
10770,P7160,Beauty,65.05,11.02,76.07
10772,P6292,Sports,9.46,8.07,17.53
10772,P9360,Electronics,16.65,3.32,19.97
10772,P5512,Electronics,81.89,0.79,82.68
10774,P3322,Beauty,77.16,1.65,78.81
10775,P2231,Books,45.85,7.69,53.54
10775,P9053,Electronics,70.98,5.37,76.35
10775,P4168,Sports,47.64,1.53,49.17
10775,P3811,Home,46.33,8.18,54.51
10776,P8175,Books,125.47,11.7,137.17
10776,P4795,Apparel,115.47,12.93,128.4
10776,P9442,Sports,43.79,1.72,45.51
10777,P9922,Books,8.99,8.02,17.01
10777,P2949,Books,67.47,4.11,71.58
10777,P9134,Beauty,52.39,0.62,53.01
10777,P3400,Apparel,92.6,5.29,97.89
10778,P3353,Home,120.08,5.78,125.86
10780,P6997,Electronics,83.38,5.7,89.08
10780,P8328,Electronics,66.54,4.53,71.07
10781,P9566,Beauty,74.32,9.1,83.42
10781,P3273,Books,97.58,2.16,99.74
10781,P1646,Home,74.13,12.04,86.17
10782,P5731,Apparel,39.31,5.12,44.43
10782,P3078,Sports,73.65,8.01,81.66
10782,P4765,Electronics,72.31,6.71,79.02
10784,P9312,Books,66.13,7.32,73.45
10784,P6533,Home,71.08,3.16,74.24
10784,P2081,Books,67.27,5.85,73.12
10784,P9940,Books,15.35,3.67,19.02
10785,P4211,Sports,37.54,3.32,40.86
10785,P1429,Sports,66.7,5.58,72.28
10786,P2040,Home,35.43,0.66,36.09
10786,P9108,Books,54.82,8.18,63
10786,P3456,Sports,47.33,3.23,50.56
10786,P9146,Sports,50.64,3.67,54.31
10787,P9092,Apparel,57.01,9,66.01
10787,P6214,Books,15.96,10.04,26
10788,P4890,Beauty,104.1,10.65,114.75
10791,P8481,Beauty,62.65,2.79,65.44
10791,P3751,Sports,8.6,5.66,14.26
10791,P6613,Home,76.14,1.48,77.62
10791,P9578,Home,26.63,1.53,28.16
10793,P3180,Apparel,55.64,5.33,60.97
10793,P5411,Books,47.36,4.84,52.2
10793,P4187,Beauty,70.69,1.87,72.56
10794,P4057,Electronics,62.56,8.12,70.68
10794,P8918,Sports,68.94,6.41,75.35
10794,P3747,Apparel,81.55,3.04,84.59
10795,P4641,Beauty,142.09,3.32,145.41
10795,P7062,Home,83.95,11.7,95.65
10796,P6314,Sports,26.21,3.25,29.46
10796,P5707,Electronics,53.42,6.35,59.77
10796,P2965,Home,23.18,1.63,24.81
10796,P2220,Books,75.68,6.92,82.6
10797,P4262,Beauty,97.62,2.57,100.19
10800,P6328,Home,41,4.8,45.8
10801,P7872,Home,76.72,2.55,79.27
10801,P2595,Beauty,88.76,11.31,100.07
10802,P2787,Apparel,60.26,5.4,65.66
10802,P1576,Home,80.11,6.66,86.77
10802,P9670,Home,19.5,3.22,22.72
10803,P1985,Books,96.55,7.37,103.92
10805,P4850,Beauty,8.38,4.15,12.53
10805,P6706,Sports,64.2,9.85,74.05
10807,P9297,Beauty,10.18,2.72,12.9
10807,P8245,Beauty,67.72,3.78,71.5
10807,P9072,Home,29.02,1.41,30.43
10807,P5581,Books,32.09,2.83,34.92
10809,P9225,Books,71.58,2.42,74
10809,P2944,Apparel,29.48,5.16,34.64
10809,P6444,Electronics,69.29,3.6,72.89
10810,P4802,Books,24.62,5.67,30.29
10810,P2896,Electronics,84.24,1.15,85.39
10810,P1091,Home,76.88,0.61,77.49
10811,P9516,Books,25.01,4.73,29.74
10811,P9038,Sports,100.22,6.02,106.24
10813,P3125,Books,51.81,8.55,60.36
10813,P3747,Home,98.05,11.28,109.33
10813,P2140,Home,38.41,10.88,49.29
10814,P1116,Apparel,39.55,2.24,41.79
10815,P2472,Electronics,65.31,0.13,65.44
10816,P8727,Home,8.37,1.55,9.92
10816,P8471,Beauty,51.65,0.82,52.47
10816,P8865,Apparel,75.14,8.44,83.58
10816,P6950,Beauty,34.34,7,41.34
10817,P1535,Beauty,19.92,1.6,21.52
10817,P8431,Home,20.57,0.93,21.5
10817,P2675,Beauty,93.41,5.71,99.12
10818,P4249,Apparel,19.62,10.72,30.34
10818,P4049,Beauty,125.02,11.36,136.38
10818,P4507,Electronics,57.84,2.69,60.53
10818,P2651,Books,70.38,2.67,73.05
10819,P5967,Books,72.54,0.63,73.17
10819,P3728,Apparel,48.96,1.21,50.17
10819,P5006,Home,56.82,5.9,62.72
10820,P7846,Home,91.35,4.81,96.16
10820,P9078,Electronics,81.61,10.06,91.67
10821,P2908,Sports,69.17,6.51,75.68
10821,P8189,Apparel,75.63,5.07,80.7
10821,P2144,Electronics,20.24,1.46,21.7
10822,P6355,Books,14.42,4.12,18.54
10822,P9502,Apparel,51.04,4.69,55.73
10822,P2614,Apparel,15.84,0.24,16.08
10822,P1889,Apparel,67.79,3.34,71.13
10825,P8628,Sports,69.17,5.76,74.93
10825,P8182,Sports,45.07,7.25,52.32
10825,P7098,Home,59.19,5.82,65.01
10825,P9765,Books,45.93,1.55,47.48
10826,P6254,Apparel,77.93,5.42,83.35
10826,P3670,Electronics,41.68,2.91,44.59
10826,P2533,Apparel,73.96,4.79,78.75
10827,P8831,Books,12.37,4.2,16.57
10827,P4159,Home,93.95,10.2,104.15
10827,P1080,Electronics,88.55,2.73,91.28
10828,P2522,Electronics,28.41,6.41,34.82
10828,P1793,Sports,104.71,1.57,106.28
10828,P4395,Books,22.41,1.64,24.05
10828,P8542,Apparel,19.1,7.42,26.52
10829,P3121,Electronics,26.81,6.28,33.09
10830,P3228,Electronics,100.31,0.49,100.8
10831,P4507,Apparel,24.8,6.15,30.95
10831,P7230,Electronics,33.6,1.9,35.5
10831,P3930,Home,25.76,0.13,25.89
10831,P5939,Beauty,66.48,6.56,73.04
10832,P2645,Apparel,121.69,4.39,126.08
10833,P6351,Home,126.32,8.38,134.7
10833,P3110,Apparel,30.05,4.17,34.22
10835,P1020,Electronics,69.14,6.18,75.32
10835,P6656,Apparel,61.71,4.78,66.49
10835,P1279,Apparel,66.69,4.9,71.59
10835,P3324,Electronics,23.54,3.81,27.35
10836,P4473,Beauty,41.91,10.97,52.88
10836,P3558,Electronics,36.64,0.89,37.53
10836,P1881,Electronics,23.5,5.72,29.22
10837,P8259,Electronics,34.62,9.66,44.28
10837,P7982,Books,115.45,1.33,116.78
10837,P3072,Sports,13.66,3.56,17.22
10838,P3598,Home,56.91,14.86,71.77
10839,P1530,Apparel,86.32,10.38,96.7
10840,P7038,Sports,77.27,5.38,82.65
10840,P2063,Beauty,75.61,2.59,78.2
10840,P6702,Home,40.31,5.68,45.99
10840,P5032,Home,27.94,7.08,35.02
10841,P9424,Electronics,91.2,12,103.2
10842,P2474,Electronics,75.82,4.3,80.12
10842,P9919,Beauty,33.97,8.06,42.03
10843,P6615,Sports,14.83,11.23,26.06
10843,P9329,Books,19.25,1.31,20.56
10844,P5714,Home,22.01,0.74,22.75
10844,P9061,Home,151.63,14.88,166.51
10846,P9652,Sports,73.75,5.45,79.2
10847,P9129,Beauty,60.75,5,65.75
10847,P6468,Electronics,21.64,4.72,26.36
10847,P4282,Apparel,83.98,6.75,90.73
10847,P8200,Sports,37.16,6.91,44.07
10848,P6787,Beauty,41.15,1.29,42.44
10848,P3264,Sports,10.97,2.09,13.06
10848,P1943,Books,74.91,0.17,75.08
10848,P6088,Home,38.41,3.69,42.1
10849,P8956,Electronics,126.17,0.79,126.96
10851,P5303,Home,15.83,11.69,27.52
10852,P5416,Books,92.36,10.92,103.28
10853,P6188,Apparel,57.95,5.94,63.89
10853,P9222,Apparel,8.92,5.13,14.05
10853,P9141,Electronics,68.94,2.5,71.44
10855,P4664,Sports,69.48,6.1,75.58
10855,P8192,Books,15.79,5.74,21.53
10855,P5794,Books,22.18,5.13,27.31
10855,P2631,Electronics,55.8,4.73,60.53
10856,P6280,Apparel,23.89,1.46,25.35
10856,P9444,Beauty,19.95,6.19,26.14
10856,P2866,Books,51.93,2.43,54.36
10858,P5327,Electronics,10.85,6.91,17.76
10858,P3286,Apparel,74.86,7.13,81.99
10858,P8548,Electronics,22.41,0.43,22.84
10858,P7729,Sports,71.79,0.89,72.68
10859,P9941,Electronics,111.06,11.65,122.71
10859,P9404,Electronics,36.97,8.84,45.81
10859,P8349,Sports,69.44,12.83,82.27
10861,P9806,Electronics,82.12,8.09,90.21
10862,P5982,Sports,145.52,13.95,159.47
10864,P7124,Sports,82.66,8.17,90.83
10864,P2011,Beauty,78.71,4.53,83.24
10865,P8754,Sports,9.27,3.98,13.25
10865,P4095,Books,12.94,7.08,20.02
10865,P7606,Beauty,49.77,2.51,52.28
10866,P3709,Books,69.66,2.27,71.93
10866,P9268,Sports,58.16,4.7,62.86
10866,P8817,Apparel,41.93,6.32,48.25
10866,P6810,Books,55.41,2.25,57.66
10867,P5065,Home,72.59,7.71,80.3
10869,P8540,Books,35.19,0.9,36.09
10869,P7523,Sports,68.15,6.76,74.91
10869,P7908,Apparel,28.56,0.38,28.94
10871,P5338,Sports,54.77,7.16,61.93
10871,P9383,Sports,61.25,3.48,64.73
10871,P3505,Home,27.29,5.82,33.11
10872,P6825,Beauty,24.52,12.06,36.58
10873,P3048,Books,63.11,7.67,70.78
10873,P4637,Electronics,75.77,8.12,83.89
10874,P8856,Beauty,30.42,4.03,34.45
10875,P2850,Electronics,54.07,3.34,57.41
10877,P3674,Home,106.67,15.4,122.07
10877,P4495,Apparel,114.47,1.69,116.16
10879,P7563,Home,57.17,7.97,65.14
10881,P2595,Beauty,31.46,1.94,33.4
10881,P4166,Beauty,56.68,0.49,57.17
10881,P7822,Books,52.51,0.44,52.95
10882,P9818,Sports,28.86,4.03,32.89
10883,P1046,Sports,89.18,14.16,103.34
10884,P8255,Sports,17,2.28,19.28
10884,P2713,Home,38.03,7.12,45.15
10884,P7463,Apparel,71.43,5.23,76.66
10884,P7917,Books,35.12,2.23,37.35
10885,P8214,Books,82.06,3.32,85.38
10885,P6117,Home,78.53,3.2,81.73
10886,P6137,Home,59.94,4.07,64.01
10887,P3958,Electronics,28.47,2.11,30.58
10888,P7921,Home,26.91,7.4,34.31
